player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,season_start,pos_proxy,pts_lag1,reb_lag1,ast_lag1,ts_pct_lag1,usg_pct_lag1,net_rating_lag1,d_pts,d_ts,next_pts,next_reb,next_ast,next_ts_pct,improved_next_pts
Johnny Davis,WAS,21.0,193.04,88.45044,Wisconsin,USA,2022,1,10,28,5.8,2.3,1.0,-6.2,0.02,0.125,0.192,0.446,0.1,2022-23,2022,Guard (proxy),,,,,,,,,,,,,0
Johnny Juzang,UTA,22.0,198.12,94.800728,UCLA,USA,Undrafted,Undrafted,Undrafted,18,4.8,2.2,0.4,-17.7,0.0289999999999999,0.122,0.187,0.411,0.051,2022-23,2022,Wing (proxy),,,,,,,,,,,,,0
Johnny Newman,DAL,38.0,200.66,95.25432,Richmond,USA,1986,2,29,47,4.2,1.0,0.3,2.4,0.0139999999999999,0.059,0.122,0.5710000000000001,0.0279999999999999,2001-02,2001,Wing (proxy),10.9,2.1,1.4,0.542,0.208,-8.6,-6.7,0.029,,,,,0
Johnny O'Bryant III,CHA,25.0,205.74,116.573144,Louisiana State,USA,2014,2,36,36,4.8,2.6,0.4,-10.7,0.063,0.173,0.2189999999999999,0.47,0.067,2017-18,2017,Big (proxy),3.5,1.7,0.5,0.5820000000000001,0.211,-15.2,1.2999999999999998,-0.1120000000000001,,,,,0
Johnny Taylor,DEN,25.0,205.74,99.79024,Tennessee-Chattanooga,USA,1997,1,17,36,5.8,2.8,0.7,-4.0,0.046,0.1169999999999999,0.154,0.497,0.055,1998-99,1998,Big (proxy),3.2,1.1,0.1,0.431,0.215,4.8,2.6,0.066,,,,,0
Jon Barry,HOU,36.0,195.58,95.25432,Georgia Tech,USA,1992,1,21,20,4.3,1.6,1.3,-8.4,0.004,0.103,0.138,0.5529999999999999,0.129,2005-06,2005,Wing (proxy),6.6,2.3,2.4,0.57,0.147,7.3,-2.3,-0.017,,,,,0
Jon Brockman,MIL,25.0,200.66,115.66596,Washington,USA,2009,2,38,35,1.1,2.1,0.3,-0.3,0.149,0.212,0.1119999999999999,0.359,0.054,2011-12,2011,Wing (proxy),2.2,2.9,0.3,0.5670000000000001,0.0969999999999999,2.1,-1.1,-0.208,,,,,0
Jon Leuer,DET,30.0,208.28,103.418976,Wisconsin,USA,2011,2,40,41,3.8,2.4,0.3,-13.3,0.062,0.182,0.157,0.616,0.06,2018-19,2018,Big (proxy),10.2,5.4,1.5,0.551,0.173,-2.3,-6.4,0.0649999999999999,,,,,0
Jonah Bolden,PHI,23.0,208.28,99.79024,,Australia,2017,2,36,44,4.7,3.8,0.9,-1.8,0.067,0.173,0.131,0.595,0.085,2018-19,2018,Big (proxy),,,,,,,,,,,,,0
Jonas Jerebko,GSW,32.0,208.28,104.779752,,Sweden,2009,2,39,73,6.3,3.9,1.3,1.5,0.055,0.168,0.144,0.588,0.106,2018-19,2018,Big (proxy),5.8,3.3,0.6,0.586,0.151,1.7,0.5,0.002,,,,,0
Jonas Valanciunas,NOP,31.0,210.82,120.20188,,Lithuania,2011,1,5,79,14.1,10.2,1.8,-0.7,0.115,0.293,0.2289999999999999,0.61,0.108,2022-23,2022,Big (proxy),17.8,11.4,2.6,0.617,0.238,1.2,-3.700000000000001,-0.007,,,,,0
Jonathan Bender,NYK,29.0,213.36,104.32616,,USA,1999,1,5,25,4.7,2.1,0.6,-10.5,0.054,0.139,0.21,0.529,0.094,2009-10,2009,Big (proxy),7.0,1.9,0.4,0.584,0.288,-1.6,-2.3,-0.0549999999999999,,,,,0
Jonathan Gibson,DAL,29.0,187.96,83.91452,New Mexico State,USA,Undrafted,Undrafted,Undrafted,17,6.2,1.3,1.5,-19.6,0.005,0.121,0.253,0.492,0.215,2016-17,2016,Guard (proxy),,,,,,,,,,,,,0
Jonathan Isaac,ORL,25.0,208.28,104.32616,Florida State,USA,2017,1,6,11,5.0,4.0,0.5,-5.8,0.099,0.25,0.198,0.483,0.085,2022-23,2022,Big (proxy),11.9,6.8,1.4,0.552,0.181,0.7,-6.9,-0.069,,,,,0
Jonathan Kuminga,GSW,20.0,200.66,102.0582,,DRC,2021,1,7,67,9.9,3.4,1.9,-1.4,0.052,0.113,0.195,0.597,0.132,2022-23,2022,Wing (proxy),9.3,3.3,0.9,0.6,0.2269999999999999,1.9,0.5999999999999996,-0.003,,,,,0
Jonathon Simmons,PHI,29.0,198.12,88.45044,Houston,USA,Undrafted,Undrafted,Undrafted,56,6.5,2.3,2.3,-5.3,0.024,0.09,0.182,0.466,0.175,2018-19,2018,Wing (proxy),13.9,3.5,2.5,0.555,0.215,-6.9,-7.4,-0.089,,,,,0
Jonny Flynn,POR,23.0,182.88,83.91452,Syracuse,USA,2009,1,6,29,4.5,1.3,3.3,-12.4,0.022,0.089,0.207,0.442,0.368,2011-12,2011,Guard (proxy),5.3,1.5,3.4,0.444,0.19,-9.4,-0.7999999999999998,-0.002,,,,,0
Jontay Porter,MEM,21.0,210.82,108.86208,Missouri,USA,Undrafted,Undrafted,Undrafted,11,2.0,1.3,0.1,0.9,0.065,0.149,0.182,0.64,0.033,2020-21,2020,Big (proxy),,,,,,,,,,,,,0
Jordan Adams,MEM,20.0,195.58,94.800728,UCLA,USA,2014,1,22,30,3.1,0.9,0.5,1.3,0.039,0.084,0.195,0.489,0.1009999999999999,2014-15,2014,Wing (proxy),,,,,,,,,,,,,0
Jordan Bell,CLE,25.0,203.2,97.975872,Oregon,USA,2017,2,38,29,3.2,2.8,0.6,-1.6,0.11,0.187,0.159,0.5770000000000001,0.09,2019-20,2019,Wing (proxy),3.3,2.7,1.1,0.531,0.133,-5.3,-0.0999999999999996,0.046,,,,,0
Jordan Bone,ORL,23.0,187.96,81.64656,Tennessee,USA,2019,2,57,14,4.0,1.7,1.3,-14.3,0.018,0.102,0.121,0.519,0.143,2020-21,2020,Guard (proxy),1.2,0.4,0.8,0.3,0.171,-2.9,2.8,0.219,,,,,0
Jordan Clarkson,UTA,31.0,195.58,87.996848,Missouri,USA,2014,2,46,61,20.8,4.0,4.4,0.8,0.036,0.083,0.273,0.5579999999999999,0.209,2022-23,2022,Wing (proxy),16.0,3.5,2.5,0.532,0.258,8.7,4.800000000000001,0.0259999999999999,,,,,0
Jordan Crawford,NOP,28.0,195.58,88.45044,Xavier,USA,2010,1,27,19,14.1,1.8,3.0,0.2,0.01,0.077,0.259,0.5820000000000001,0.192,2016-17,2016,Wing (proxy),11.0,2.3,3.5,0.516,0.237,-5.0,3.1,0.066,,,,,0
Jordan Farmar,MEM,29.0,187.96,81.64656,UCLA,USA,2006,1,26,12,9.2,2.1,3.1,-13.6,0.0139999999999999,0.0969999999999999,0.182,0.527,0.198,2015-16,2015,Guard (proxy),4.6,1.2,1.9,0.513,0.171,-4.7,4.6,0.014,,,,,0
Jordan Goodwin,WAS,24.0,190.5,90.7184,St. Louis,USA,Undrafted,Undrafted,Undrafted,62,6.6,3.3,2.7,-4.5,0.05,0.131,0.165,0.531,0.22,2022-23,2022,Guard (proxy),,,,,,,,,,,,,0
Jordan Hamilton,NOP,25.0,200.66,99.79024,Texas,USA,2011,1,26,11,11.4,5.6,2.3,-11.2,0.043,0.1939999999999999,0.208,0.499,0.128,2015-16,2015,Wing (proxy),2.7,1.1,0.5,0.5429999999999999,0.149,-7.0,8.7,-0.0439999999999999,,,,,0
Jordan Hill,IND,28.0,208.28,106.59412,Arizona,USA,2009,1,8,73,8.8,6.2,1.2,1.2,0.1119999999999999,0.209,0.204,0.534,0.096,2015-16,2015,Big (proxy),12.0,7.9,1.5,0.494,0.225,-10.9,-3.1999999999999997,0.04,,,,,0
Jordan Loyd,TOR,25.0,193.04,95.25432,,USA,Undrafted,Undrafted,Undrafted,12,2.4,0.8,0.5,-15.7,0.017,0.133,0.159,0.635,0.182,2018-19,2018,Guard (proxy),,,,,,,,,,,,,0
Jordan McLaughlin,MIN,27.0,182.88,83.91452,Southern California,USA,Undrafted,Undrafted,Undrafted,43,3.7,1.4,3.4,5.8,0.022,0.065,0.1119999999999999,0.526,0.264,2022-23,2022,Guard (proxy),3.8,1.5,2.9,0.535,0.115,2.4,-0.0999999999999996,-0.009,,,,,0
Jordan McRae,DET,29.0,195.58,81.19296800000001,Tennessee,USA,2014,2,58,37,11.5,3.4,2.5,-4.1,0.022,0.139,0.239,0.515,0.174,2019-20,2019,Wing (proxy),5.9,1.5,1.1,0.55,0.191,-3.3,5.6,-0.035,,,,,0
Jordan Mickey,MIA,23.0,203.2,106.59412,Louisiana State,USA,2015,2,33,23,4.0,3.5,0.4,-6.0,0.065,0.226,0.168,0.515,0.051,2017-18,2017,Wing (proxy),1.5,1.4,0.3,0.473,0.157,-17.1,2.5,0.042,,,,,0
Jordan Nwora,IND,24.0,205.74,102.0582,Louisville,USA,2020,2,45,62,8.7,3.7,1.4,-10.2,0.0409999999999999,0.147,0.187,0.561,0.107,2022-23,2022,Big (proxy),7.9,3.6,1.0,0.506,0.187,-3.0,0.7999999999999989,0.055,,,,,0
Jordan Poole,GSW,24.0,193.04,87.996848,Michigan,USA,2019,1,28,82,20.4,2.7,4.5,-0.8,0.013,0.073,0.282,0.573,0.2339999999999999,2022-23,2022,Guard (proxy),18.5,3.4,4.0,0.598,0.252,6.6,1.8999999999999984,-0.025,,,,,0
Jordan Williams,NJN,21.0,208.28,117.93392,Maryland,USA,2011,2,36,43,4.6,3.6,0.3,1.3,0.115,0.1689999999999999,0.146,0.544,0.027,2011-12,2011,Big (proxy),,,,,,,,,,,,,0
Jorge Garbajosa,TOR,29.0,205.74,111.13004,,USA,Undrafted,Undrafted,Undrafted,67,8.5,4.9,1.9,3.5,0.03,0.175,0.155,0.503,0.099,2006-07,2006,Big (proxy),,,,,,,,,,,,,0
Jorge Gutierrez,CHA,27.0,190.5,85.728888,California-Berkeley,Mexico,Undrafted,Undrafted,Undrafted,12,1.8,0.6,1.4,11.6,0.0,0.103,0.155,0.6940000000000001,0.395,2015-16,2015,Guard (proxy),2.7,1.3,1.1,0.5670000000000001,0.151,-7.0,-0.9000000000000001,0.127,,,,,0
Jose Alvarado,NOP,25.0,182.88,81.19296800000001,Georgia Tech,USA,Undrafted,Undrafted,Undrafted,61,9.0,2.3,3.0,3.7,0.022,0.087,0.191,0.525,0.1989999999999999,2022-23,2022,Guard (proxy),6.1,1.9,2.8,0.52,0.174,7.3,2.9000000000000004,0.005,,,,,0
Jose Calderon,DET,37.0,190.5,90.7184,,Spain,Undrafted,Undrafted,Undrafted,49,2.3,1.2,2.3,-14.0,0.015,0.078,0.104,0.4529999999999999,0.282,2018-19,2018,Guard (proxy),4.5,1.5,2.1,0.643,0.118,3.2,-2.2,-0.1900000000000001,,,,,0
Joseph Forte,SEA,22.0,193.04,87.996848,North Carolina,USA,2001,1,21,17,1.4,0.6,0.6,-5.8,0.049,0.1,0.262,0.319,0.256,2002-03,2002,Guard (proxy),,,,,,,,,,,,,0
Josh Boone,NJN,25.0,208.28,108.86208,Connecticut,USA,2006,1,23,63,4.0,5.0,0.5,-11.0,0.125,0.221,0.124,0.509,0.047,2009-10,2009,Big (proxy),4.2,4.2,0.5,0.513,0.136,-2.7,-0.2000000000000001,-0.004,,,,,0
Josh Childress,BKN,30.0,203.2,95.25432,Stanford,USA,2004,1,6,14,1.0,1.1,0.4,-9.6,0.0559999999999999,0.106,0.096,0.32,0.085,2012-13,2012,Wing (proxy),2.9,2.8,1.0,0.501,0.1009999999999999,-4.7,-1.9,-0.181,,,,,0
Josh Christopher,HOU,21.0,193.04,97.52228,Arizona State,USA,2021,1,24,64,5.8,1.1,1.1,-13.9,0.024,0.068,0.215,0.523,0.149,2022-23,2022,Guard (proxy),7.9,2.5,2.0,0.534,0.205,-9.2,-2.1000000000000005,-0.011,,,,,0
Josh Davis,MEM,31.0,203.2,106.59412,Wyoming,USA,Undrafted,Undrafted,Undrafted,15,1.9,1.8,0.4,-17.2,0.128,0.106,0.113,0.4589999999999999,0.077,2011-12,2011,Wing (proxy),2.8,1.9,0.3,0.494,0.186,3.7,-0.8999999999999999,-0.035,,,,,0
Josh Giddey,OKC,20.0,203.2,97.975872,,Australia,2021,1,6,76,16.6,7.9,6.2,-2.2,0.0579999999999999,0.1889999999999999,0.239,0.5329999999999999,0.293,2022-23,2022,Wing (proxy),12.5,7.8,6.4,0.478,0.218,-8.3,4.100000000000001,0.0549999999999999,,,,,0
Josh Green,DAL,22.0,200.66,90.7184,Arizona,Australia,2020,1,18,60,9.1,3.0,1.7,2.5,0.037,0.087,0.14,0.645,0.096,2022-23,2022,Wing (proxy),4.8,2.4,1.2,0.578,0.13,3.7,4.3,0.067,,,,,0
Josh Hall,OKC,20.0,205.74,86.18248,,USA,Undrafted,Undrafted,Undrafted,21,4.1,2.8,1.3,-13.2,0.016,0.151,0.174,0.363,0.118,2020-21,2020,Big (proxy),,,,,,,,,,,,,0
Josh Harrellson,DET,25.0,208.28,124.7378,Kentucky,USA,2011,2,45,32,2.9,2.4,0.5,-0.2,0.096,0.166,0.129,0.547,0.074,2013-14,2013,Big (proxy),4.4,3.9,0.3,0.505,0.149,9.9,-1.5000000000000004,0.042,,,,,0
Josh Hart,NYK,28.0,193.04,97.52228,Villanova,USA,2017,1,30,76,9.8,7.8,3.8,5.9,0.06,0.185,0.124,0.622,0.154,2022-23,2022,Guard (proxy),14.9,7.2,4.1,0.61,0.184,-4.9,-5.1,0.012,,,,,0
Josh Howard,MIN,33.0,200.66,95.25432,Wake Forest,USA,2003,1,29,11,6.7,3.3,0.4,-3.4,0.047,0.146,0.201,0.45,0.034,2012-13,2012,Wing (proxy),8.7,3.7,1.2,0.461,0.207,-0.5,-1.9999999999999991,-0.011,,,,,0
Josh Huestis,OKC,26.0,200.66,104.32616,Stanford,USA,2014,1,29,69,2.3,2.3,0.3,6.0,0.042,0.1169999999999999,0.095,0.417,0.027,2017-18,2017,Wing (proxy),,,,,,,,,,,,,0
Josh Jackson,SAC,25.0,203.2,93.893544,Kansas,USA,2017,1,4,51,6.4,2.8,1.1,-8.6,0.025,0.149,0.196,0.491,0.105,2021-22,2021,Wing (proxy),13.4,4.1,2.3,0.516,0.254,-3.4,-7.0,-0.025,,,,,0
Josh Magette,ATL,28.0,185.42,72.57472,Alabama Huntsville,USA,Undrafted,Undrafted,Undrafted,18,2.6,1.1,3.2,-0.5,0.009,0.079,0.119,0.4639999999999999,0.37,2017-18,2017,Guard (proxy),,,,,,,,,,,,,0
Josh McRoberts,MIA,30.0,208.28,108.86208,Duke,USA,2007,2,37,22,4.9,3.4,2.3,-9.3,0.065,0.154,0.175,0.439,0.2,2016-17,2016,Big (proxy),3.6,2.5,1.9,0.4529999999999999,0.154,2.0,1.3000000000000005,-0.0139999999999999,,,,,0
Josh Minott,MIN,20.0,203.2,92.98636,Memphis,USA,2022,2,45,15,3.1,1.7,0.3,10.4,0.054,0.1939999999999999,0.176,0.5820000000000001,0.065,2022-23,2022,Wing (proxy),,,,,,,,,,,,,0
Josh Okogie,PHX,24.0,193.04,96.615096,Georgia Tech,Nigeria,2018,1,20,72,7.3,3.5,1.5,4.9,0.078,0.102,0.174,0.531,0.104,2022-23,2022,Guard (proxy),2.7,1.4,0.5,0.526,0.115,2.5,4.6,0.005,,,,,0
Josh Powell,ATL,28.0,205.74,108.86208,North Carolina State,USA,Undrafted,Undrafted,Undrafted,54,4.1,2.5,0.4,-10.6,0.094,0.163,0.2,0.492,0.059,2010-11,2010,Big (proxy),2.7,1.8,0.6,0.407,0.186,-5.6,1.3999999999999997,0.085,,,,,0
Josh Richardson,NOP,29.0,198.12,90.7184,Tennessee,USA,2015,2,40,65,10.1,2.7,2.7,-5.2,0.026,0.087,0.18,0.555,0.16,2022-23,2022,Wing (proxy),10.2,2.8,1.8,0.573,0.171,4.5,-0.0999999999999996,-0.0179999999999999,,,,,0
Josh Selby,MEM,22.0,187.96,83.007336,Kansas,USA,2011,2,49,10,2.0,0.5,0.4,-36.3,0.0,0.093,0.262,0.373,0.143,2012-13,2012,Guard (proxy),2.3,0.5,1.1,0.4029999999999999,0.2019999999999999,-7.8,-0.2999999999999998,-0.0299999999999999,,,,,0
Josh Smith,HOU,30.0,205.74,102.0582,,USA,2004,1,17,55,6.0,3.5,1.6,-4.2,0.059,0.177,0.226,0.439,0.172,2015-16,2015,Big (proxy),12.4,6.4,3.3,0.467,0.245,0.1,-6.4,-0.028,,,,,0
Joshua Primo,SAS,19.0,193.04,85.728888,Alabama,Canada,2021,1,12,50,5.8,2.3,1.6,-3.3,0.031,0.079,0.152,0.487,0.111,2021-22,2021,Guard (proxy),,,,,,,,,,,,,0
Jrue Holiday,MIL,33.0,195.58,92.98636,UCLA,USA,2009,1,17,67,19.3,5.1,7.4,9.2,0.035,0.107,0.244,0.586,0.321,2022-23,2022,Wing (proxy),18.3,4.5,6.8,0.593,0.231,8.5,1.0,-0.007,,,,,0
Juan Carlos Navarro,MEM,28.0,190.5,77.11064,,Spain,2002,2,39,82,10.9,2.6,2.2,-7.9,0.018,0.0969999999999999,0.201,0.54,0.132,2007-08,2007,Guard (proxy),,,,,,,,,,,,,0
Juan Dixon,WAS,30.0,190.5,74.84268,Maryland,USA,2002,1,17,50,5.2,1.3,2.4,-8.8,0.012,0.083,0.193,0.478,0.2319999999999999,2008-09,2008,Guard (proxy),5.0,1.4,1.8,0.488,0.221,7.2,0.2000000000000001,-0.01,,,,,0
Juan Toscano-Anderson,UTA,30.0,198.12,94.800728,Marquette,USA,Undrafted,Undrafted,Undrafted,52,3.0,2.4,1.3,-9.9,0.037,0.128,0.109,0.505,0.122,2022-23,2022,Wing (proxy),4.1,2.4,1.7,0.561,0.144,2.9,-1.0999999999999996,-0.056,,,,,0
Juancho Hernangomez,TOR,27.0,205.74,97.068688,,Spain,2016,1,15,42,2.9,2.9,0.6,0.5,0.042,0.1689999999999999,0.092,0.504,0.051,2022-23,2022,Big (proxy),3.3,2.5,0.5,0.542,0.133,0.5,-0.3999999999999999,-0.038,,,,,0
Juaquin Hawkins,HOU,29.0,200.66,92.98636,Long Beach State,USA,Undrafted,Undrafted,Undrafted,58,2.3,1.3,0.8,2.0,0.03,0.099,0.128,0.427,0.107,2002-03,2002,Wing (proxy),,,,,,,,,,,,,0
Jud Buechler,ORL,34.0,198.12,103.418976,Arizona,USA,1990,2,38,66,1.7,1.8,0.5,-7.5,0.047,0.149,0.089,0.4629999999999999,0.069,2001-02,2001,Wing (proxy),3.4,1.6,0.7,0.568,0.114,0.0,-1.7,-0.105,,,,,0
Julian Champagnie,SAS,22.0,200.66,98.429464,St. John's,USA,Undrafted,Undrafted,Undrafted,17,9.7,3.5,0.6,-10.6,0.027,0.147,0.181,0.6,0.043,2022-23,2022,Wing (proxy),,,,,,,,,,,,,0
Julian Washburn,MEM,27.0,203.2,94.800728,Texas-El Paso,USA,Undrafted,Undrafted,Undrafted,18,2.2,2.3,0.8,-2.0,0.027,0.128,0.096,0.402,0.083,2018-19,2018,Wing (proxy),,,,,,,,,,,,,0
Julian Wright,TOR,24.0,203.2,102.0582,Kansas,USA,2007,1,13,52,3.6,2.3,1.1,-1.0,0.074,0.107,0.131,0.525,0.11,2010-11,2010,Wing (proxy),3.8,2.1,0.6,0.518,0.151,-0.4,-0.1999999999999997,0.007,,,,,0
Julius Hodge,DEN,22.0,200.66,95.25432,North Carolina State,USA,2005,1,20,14,0.9,0.5,0.4,-0.9,0.1669999999999999,0.054,0.3339999999999999,0.3929999999999999,0.3329999999999999,2005-06,2005,Wing (proxy),,,,,,,,,,,,,0
Julius Randle,NYK,28.0,203.2,113.398,Kentucky,USA,2014,1,7,77,25.1,10.0,4.1,2.7,0.05,0.226,0.288,0.581,0.184,2022-23,2022,Wing (proxy),20.1,9.9,5.1,0.509,0.2789999999999999,-3.6,5.0,0.0719999999999999,,,,,0
Julyan Stone,CHA,29.0,198.12,90.7184,Texas-El Paso,USA,Undrafted,Undrafted,Undrafted,23,0.8,1.3,1.1,9.3,0.005,0.153,0.051,0.684,0.187,2017-18,2017,Wing (proxy),0.9,1.0,0.6,0.491,0.093,-21.4,-0.0999999999999999,0.193,,,,,0
Jumaine Jones,PHX,28.0,203.2,104.32616,Georgia,USA,1999,1,27,18,2.2,1.3,0.1,-5.8,0.045,0.153,0.195,0.386,0.011,2006-07,2006,Wing (proxy),10.5,4.9,0.8,0.506,0.183,-6.1,-8.3,-0.12,,,,,0
Junior Harrington,MEM,26.0,193.04,86.18248,Wingate,USA,Undrafted,Undrafted,Undrafted,29,5.2,2.3,3.1,-2.5,0.0279999999999999,0.124,0.173,0.483,0.246,2006-07,2006,Guard (proxy),5.6,2.2,2.1,0.423,0.206,-10.1,-0.3999999999999994,0.06,,,,,0
Justin Anderson,IND,28.0,195.58,104.779752,Virginia,USA,2015,1,21,16,6.4,2.9,2.1,-0.1,0.013,0.142,0.149,0.493,0.135,2021-22,2021,Wing (proxy),2.8,2.1,0.8,0.352,0.162,-0.1,3.6000000000000005,0.141,,,,,0
Justin Champagnie,TOR,21.0,198.12,93.439952,Pittsburgh,USA,Undrafted,Undrafted,Undrafted,36,2.3,2.0,0.3,7.4,0.111,0.126,0.111,0.5710000000000001,0.051,2021-22,2021,Wing (proxy),,,,,,,,,,,,,0
Justin Hamilton,BKN,27.0,213.36,115.66596,Louisiana State,USA,2012,2,45,64,6.9,4.1,0.9,-11.3,0.062,0.172,0.162,0.55,0.074,2016-17,2016,Big (proxy),5.3,3.3,0.9,0.551,0.148,-11.8,1.6000000000000003,-0.001,,,,,0
Justin Harper,ORL,22.0,208.28,102.0582,Richmond,USA,2011,2,32,14,1.4,0.9,0.1,-24.3,0.037,0.145,0.213,0.318,0.047,2011-12,2011,Big (proxy),,,,,,,,,,,,,0
Justin Holiday,DAL,34.0,198.12,81.64656,Washington,USA,Undrafted,Undrafted,Undrafted,46,4.5,1.2,0.9,-9.1,0.0069999999999999,0.067,0.132,0.494,0.08,2022-23,2022,Wing (proxy),10.1,2.6,1.7,0.5429999999999999,0.156,-5.1,-5.6,-0.0489999999999999,,,,,0
Justin Jackson,BOS,28.0,203.2,99.79024,North Carolina,USA,2017,1,15,23,0.9,0.7,0.4,-28.3,0.017,0.119,0.122,0.359,0.145,2022-23,2022,Wing (proxy),7.2,2.3,1.5,0.516,0.195,-3.0,-6.3,-0.157,,,,,0
Justin James,SAC,24.0,200.66,86.18248,Wyoming,USA,2019,2,40,36,3.9,0.8,0.6,-8.5,0.027,0.067,0.192,0.5479999999999999,0.109,2020-21,2020,Wing (proxy),2.5,0.9,0.5,0.477,0.181,-2.4,1.4,0.0709999999999999,,,,,0
Justin Patton,HOU,24.0,210.82,109.315672,Creighton,USA,2017,1,16,13,5.4,3.8,1.1,-14.1,0.047,0.142,0.128,0.488,0.084,2020-21,2020,Big (proxy),,,,,,,,,,,,,0
Justin Reed,MIN,25.0,203.2,108.86208,Mississippi,USA,2004,2,40,41,2.6,1.1,0.4,-13.1,0.053,0.1169999999999999,0.1939999999999999,0.441,0.085,2006-07,2006,Wing (proxy),4.5,1.7,0.6,0.467,0.188,-6.4,-1.9,-0.026,,,,,0
Justin Robinson,DET,24.0,185.42,88.45044,Virginia Tech,USA,2019,Undrafted,Undrafted,25,3.1,0.8,1.3,-17.5,0.011,0.051,0.153,0.4039999999999999,0.175,2021-22,2021,Guard (proxy),,,,,,,,,,,,,0
Justin Williams,HOU,24.0,208.28,117.93392,Wyoming,USA,Undrafted,Undrafted,Undrafted,23,1.5,2.1,0.0,-5.0,0.19,0.271,0.16,0.42,0.0,2007-08,2007,Big (proxy),5.0,4.4,0.1,0.5660000000000001,0.174,-7.6,-3.5,-0.146,,,,,0
Justise Winslow,POR,27.0,198.12,100.697424,Duke,USA,2015,1,10,29,6.8,5.0,3.4,-2.6,0.062,0.123,0.139,0.466,0.177,2022-23,2022,Wing (proxy),5.7,4.2,1.8,0.479,0.178,2.1,1.0999999999999996,-0.0129999999999999,,,,,0
Jusuf Nurkic,POR,28.0,213.36,131.54168,,Bosnia and Herzegovina,2014,1,16,52,13.3,9.1,2.9,0.3,0.084,0.258,0.218,0.589,0.16,2022-23,2022,Big (proxy),15.0,11.1,2.8,0.586,0.233,-0.1,-1.6999999999999993,0.003,,,,,0
Juwan Howard,MIA,39.0,205.74,113.398,Michigan,USA,1994,1,5,28,1.5,1.7,0.4,-12.2,0.105,0.193,0.19,0.354,0.098,2011-12,2011,Big (proxy),2.4,2.1,0.4,0.495,0.133,2.6,-0.8999999999999999,-0.141,,,,,0
Juwan Morgan,UTA,24.0,200.66,105.233344,Indiana,USA,Undrafted,Undrafted,Undrafted,29,1.2,1.0,0.3,-34.1,0.051,0.133,0.102,0.529,0.1009999999999999,2020-21,2020,Wing (proxy),1.7,1.4,0.3,0.648,0.1009999999999999,12.0,-0.5,-0.119,,,,,0
KJ McDaniels,BKN,24.0,198.12,92.98636,Clemson,USA,2014,2,32,49,4.2,1.7,0.3,-3.1,0.033,0.143,0.185,0.555,0.04,2016-17,2016,Wing (proxy),2.4,1.1,0.3,0.522,0.188,18.9,1.8000000000000005,0.033,,,,,0
KZ Okpala,SAC,24.0,203.2,97.52228,Stanford,USA,2019,2,32,35,1.3,1.0,0.4,1.5,0.0279999999999999,0.102,0.081,0.5539999999999999,0.065,2022-23,2022,Wing (proxy),3.7,2.0,0.7,0.521,0.141,2.7,-2.4000000000000004,0.0329999999999999,,,,,0
Kadeem Allen,NYK,27.0,185.42,90.7184,Arizona,USA,2017,2,53,10,5.0,0.9,2.1,-10.1,0.016,0.065,0.191,0.512,0.259,2019-20,2019,Guard (proxy),9.9,2.7,4.0,0.574,0.195,-4.1,-4.9,-0.0619999999999999,,,,,0
Kai Jones,CHA,22.0,210.82,100.243832,Texas,Bahamas,2021,1,19,46,3.4,2.7,0.3,-3.1,0.065,0.146,0.121,0.597,0.0409999999999999,2022-23,2022,Big (proxy),1.0,0.5,0.2,0.628,0.15,-11.1,2.4,-0.031,,,,,0
Kaniel Dickens,NJN,26.0,203.2,97.52228,Idaho,USA,2000,2,50,11,1.2,0.8,0.1,-31.3,0.079,0.143,0.145,0.437,0.036,2004-05,2004,Wing (proxy),,,,,,,,,,,,,0
Kareem Rush,PHI,28.0,198.12,97.52228,Missouri,USA,2002,1,20,25,2.2,0.6,0.6,-5.6,0.0,0.09,0.153,0.452,0.111,2008-09,2008,Wing (proxy),8.3,2.4,1.3,0.5,0.188,-2.5,-6.1000000000000005,-0.0479999999999999,,,,,0
Karim Mane,ORL,21.0,190.5,86.18248,,Senegal,Undrafted,Undrafted,Undrafted,10,1.1,1.4,0.4,-12.0,0.01,0.151,0.085,0.362,0.061,2020-21,2020,Guard (proxy),,,,,,,,,,,,,0
Karl Malone,LAL,40.0,205.74,117.480328,Louisiana Tech,USA,1985,1,13,42,13.2,8.7,3.9,8.1,0.051,0.237,0.193,0.555,0.185,2003-04,2003,Big (proxy),20.6,7.8,4.7,0.534,0.276,3.0,-7.400000000000002,0.021,,,,,0
Karl-Anthony Towns,MIN,27.0,213.36,112.490816,Kentucky,USA,2015,1,1,29,20.8,8.1,4.8,1.8,0.05,0.181,0.25,0.618,0.225,2022-23,2022,Big (proxy),24.6,9.8,3.6,0.64,0.272,5.3,-3.8000000000000007,-0.022,,,,,0
Kasib Powell,MIA,27.0,200.66,97.52228,Texas Tech,USA,Undrafted,Undrafted,Undrafted,11,7.6,4.0,1.6,-12.5,0.031,0.139,0.172,0.424,0.129,2007-08,2007,Wing (proxy),,,,,,,,,,,,,0
