Model,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_ROC_AUC,CV_Accuracy_Mean,CV_Accuracy_SD,CV_AUC_Mean,CV_AUC_SD
Logistic Regression,0.6267232237539767,0.604,0.5267441860465116,0.5627329192546584,0.6675313930821887,0.6352363218015757,0.011945607617136813,0.6761870588133057,0.012673602677469645
